customer_id,customer_name,customer_segment,order_id,customer_id,order_date,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode,order_details_id,order_id,product_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,product_id,product_name,product_category,product_subcategory,product_manufacturer,,
388,John Lee,Consumer,CA-2015-100136,388,2015-09-05 0:00,New York City,New York,East,United States,10011,2015-09-11 0:00,Standard Class,11,CA-2015-100136,1216,94,0.1,64,0.21,305,1216,OIC Binder Clips,Office Supplies,Fasteners,Other,,
388,John Lee,Consumer,CA-2015-100136,388,2015-09-05 0:00,New York City,New York,East,United States,10011,2015-09-11 0:00,Standard Class,12,CA-2015-100136,122,143,0.1,734,0.38,1931,122,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,Other,,
388,John Lee,Consumer,CA-2015-100136,388,2015-09-05 0:00,New York City,New York,East,United States,10011,2015-09-11 0:00,Standard Class,13,CA-2015-100136,1507,324,0.2,114,0.22,518,1507,Staples,Office Supplies,Fasteners,Other,,
388,John Lee,Consumer,CA-2015-100136,388,2015-09-05 0:00,New York City,New York,East,United States,10011,2015-09-11 0:00,Standard Class,14,CA-2015-100136,1600,216,0.1,264,0.34,778,1600,Unpadded Memo Slips,Office Supplies,Paper,Other,,
564,Neil Französisch,Home Office,CA-2015-100293,564,2015-03-14 0:00,Jacksonville,Florida,South,United States,32216,2015-03-18 0:00,Standard Class,15,CA-2015-100293,1677,6,0.2,32,0.35,91,1677,Xerox 1887,Office Supplies,Paper,Xerox,,
355,Jasper Cacioppo,Consumer,CA-2015-100328,355,2015-01-28 0:00,New York City,New York,East,United States,10024,2015-02-03 0:00,Standard Class,16,CA-2015-100328,1313,1,0.2,1,0.34,4,1313,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,Pressboard,,
376,Jim Mitchum,Corporate,CA-2015-100363,376,2015-04-08 0:00,Glendale,Arizona,West,United States,85301,2015-04-15 0:00,Standard Class,17,CA-2015-100363,326,2,0.2,1,0.35,2,326,Binder Clips by OIC,Office Supplies,Fasteners,OIC,,
376,Jim Mitchum,Corporate,CA-2015-100363,376,2015-04-08 0:00,Glendale,Arizona,West,United States,85301,2015-04-15 0:00,Standard Class,18,CA-2015-100363,1568,3,0.2,7,0.36,19,1568,Things To Do Today Spiral Book,Office Supplies,Paper,Things To Do,,
71,Barry Weirich,Consumer,CA-2015-100391,71,2015-05-25 0:00,New York City,New York,East,United States,10035,2015-05-29 0:00,Standard Class,19,CA-2015-100391,1523,2,0,7,0.46,15,1523,Strathmore Photo Frame Cards,Office Supplies,Paper,Strathmore,,
447,Kunst Miller,Consumer,CA-2015-100678,447,2015-04-18 0:00,Houston,Texas,Central,United States,77095,2015-04-22 0:00,Standard Class,20,CA-2015-100678,1306,2,0.2,1,0.38,3,1306,Prang Dustless Chalk Sticks,Office Supplies,Art,Prang,,
447,Kunst Miller,Consumer,CA-2015-100678,447,2015-04-18 0:00,Houston,Texas,Central,United States,77095,2015-04-22 0:00,Standard Class,21,CA-2015-100678,396,3,0.2,50,0.34,149,396,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,Other,,
447,Kunst Miller,Consumer,CA-2015-100678,447,2015-04-18 0:00,Houston,Texas,Central,United States,77095,2015-04-22 0:00,Standard Class,22,CA-2015-100678,956,3,0.2,28,0.13,228,956,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Accessories,Kensington,,
447,Kunst Miller,Consumer,CA-2015-100678,447,2015-04-18 0:00,Houston,Texas,Central,United States,77095,2015-04-22 0:00,Standard Class,23,CA-2015-100678,529,3,0.3,-18,-0.06,317,529,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,DMI,,
453,Laurel Elliston,Consumer,CA-2015-100706,453,2015-12-16 0:00,Springfield,Virginia,South,United States,22153,2015-12-18 0:00,Second Class,24,CA-2015-100706,1595,6,0,10,0.33,29,1595,Ultra Door Push Plate,Furniture,Furnishings,Ultra,,
453,Laurel Elliston,Consumer,CA-2015-100706,453,2015-12-16 0:00,Springfield,Virginia,South,United States,22153,2015-12-18 0:00,Second Class,25,CA-2015-100706,421,2,0,8,0.08,100,421,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Other,,
556,Nat Gilpin,Corporate,CA-2015-100762,556,2015-11-24 0:00,Jackson,Michigan,Central,United States,49201,2015-11-29 0:00,Standard Class,26,CA-2015-100762,97,2,0,8,0.5,16,97,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,Adams,,
556,Nat Gilpin,Corporate,CA-2015-100762,556,2015-11-24 0:00,Jackson,Michigan,Central,United States,49201,2015-11-29 0:00,Standard Class,27,CA-2015-100762,1675,3,0,69,0.48,144,1675,Xerox 1885,Office Supplies,Paper,Xerox,,
556,Nat Gilpin,Corporate,CA-2015-100762,556,2015-11-24 0:00,Jackson,Michigan,Central,United States,49201,2015-11-29 0:00,Standard Class,28,CA-2015-100762,889,4,0,46,0.3,152,889,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,Hunt,,
556,Nat Gilpin,Corporate,CA-2015-100762,556,2015-11-24 0:00,Jackson,Michigan,Central,United States,49201,2015-11-29 0:00,Standard Class,29,CA-2015-100762,532,2,0,96,0.49,197,532,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,Other,,
166,Cindy Stewart,Consumer,CA-2015-100860,166,2015-03-26 0:00,Pomona,California,West,United States,91767,2015-03-30 0:00,Second Class,30,CA-2015-100860,1462,5,0,9,0.48,19,1462,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,Smead,,
274,Eugene Hildebrand,Home Office,CA-2015-100867,274,2015-10-19 0:00,Lakewood,California,West,United States,90712,2015-10-24 0:00,Standard Class,31,CA-2015-100867,1335,6,0.2,20,0.06,322,1335,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,RCA,,
195,Daniel Raglin,Home Office,CA-2015-100881,195,2015-03-28 0:00,Albuquerque,New Mexico,West,United States,87105,2015-04-01 0:00,Standard Class,32,CA-2015-100881,163,3,0.2,23,0.08,302,163,AT&T TR1909W,Technology,Phones,AT&T,,
718,Stewart Visinsky,Consumer,CA-2015-100895,718,2015-06-02 0:00,Roswell,Georgia,South,United States,30076,2015-06-06 0:00,Standard Class,33,CA-2015-100895,1414,2,0,3,0.31,9,1414,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,Art,Sanford,,
718,Stewart Visinsky,Consumer,CA-2015-100895,718,2015-06-02 0:00,Roswell,Georgia,South,United States,30076,2015-06-06 0:00,Standard Class,34,CA-2015-100895,1103,3,0,67,0.28,240,1103,Mophie Juice Pack Helium for iPhone,Technology,Phones,Other,,
718,Stewart Visinsky,Consumer,CA-2015-100895,718,2015-06-02 0:00,Roswell,Georgia,South,United States,30076,2015-06-06 0:00,Standard Class,35,CA-2015-100895,866,2,0,107,0.3,357,866,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,Other,,
284,Frank Hawley,Corporate,CA-2015-100916,284,2015-10-21 0:00,Newport News,Virginia,South,United States,23602,2015-10-26 0:00,Standard Class,36,CA-2015-100916,1417,1,0,1,0.31,3,1417,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,Sanford,,
284,Frank Hawley,Corporate,CA-2015-100916,284,2015-10-21 0:00,Newport News,Virginia,South,United States,23602,2015-10-26 0:00,Standard Class,37,CA-2015-100916,557,5,0,10,0.05,195,557,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,Eldon,,
284,Frank Hawley,Corporate,CA-2015-100916,284,2015-10-21 0:00,Newport News,Virginia,South,United States,23602,2015-10-26 0:00,Standard Class,38,CA-2015-100916,820,4,0,112,0.19,591,820,Hon 2111 Invitation Series Straight Table,Furniture,Tables,Hon,,
223,Dennis Bolton,Home Office,CA-2015-100972,223,2015-11-19 0:00,Salt Lake City,Utah,West,United States,84106,2015-11-24 0:00,Second Class,39,CA-2015-100972,1678,3,0,80,0.48,166,1678,Xerox 1888,Office Supplies,Paper,Xerox,,
504,Matt Collins,Consumer,CA-2015-101147,504,2015-12-02 0:00,Chicago,Illinois,Central,United States,60623,2015-12-04 0:00,First Class,40,CA-2015-101147,1502,1,0.8,-6,-2.65,2,1502,Staple holder,Office Supplies,Appliances,Staple holder,,
196,Dario Medina,Corporate,CA-2015-101175,196,2015-12-09 0:00,Mesa,Arizona,West,United States,85204,2015-12-14 0:00,Standard Class,41,CA-2015-101175,53,6,0.2,-1,-0.01,101,53,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,Acco,,
527,Michael Moore,Consumer,CA-2015-101266,527,2015-08-27 0:00,Springfield,Virginia,South,United States,22153,2015-08-30 0:00,Second Class,42,CA-2015-101266,1689,2,0,6,0.48,13,1689,Xerox 1898,Office Supplies,Paper,Xerox,,
734,Tamara Willingham,Home Office,CA-2015-101364,734,2015-12-22 0:00,New York City,New York,East,United States,10011,2015-12-26 0:00,Standard Class,43,CA-2015-101364,999,13,0.2,100,0.34,297,999,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,Other,,
42,Ann Steele,Home Office,CA-2015-101392,42,2015-12-07 0:00,Seattle,Washington,West,United States,98103,2015-12-13 0:00,Standard Class,44,CA-2015-101392,112,7,0,70,0.26,269,112,Advantus Rolling Drawer Organizers,Office Supplies,Storage,Advantus,,
37,Andy Yotov,Corporate,CA-2015-101427,37,2015-12-26 0:00,Philadelphia,Pennsylvania,East,United States,19140,2015-12-30 0:00,Standard Class,45,CA-2015-101427,590,3,0.2,1,0.14,8,590,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art,Eldon,,
82,Benjamin Patterson,Consumer,CA-2015-101462,82,2015-04-20 0:00,Los Angeles,California,West,United States,90045,2015-04-25 0:00,Standard Class,46,CA-2015-101462,727,4,0,28,0.46,60,727,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,GE,,
698,Shirley Daniels,Home Office,CA-2015-101476,698,2015-09-12 0:00,New Rochelle,New York,East,United States,10801,2015-09-13 0:00,First Class,47,CA-2015-101476,605,1,0,30,0.43,70,605,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,Machines,Epson,,
149,Chris Selesnick,Corporate,CA-2015-101560,149,2015-11-28 0:00,Columbia,South Carolina,South,United States,29203,2015-12-01 0:00,Second Class,48,CA-2015-101560,475,4,0,4,0.33,13,475,Crayola Colored Pencils,Office Supplies,Art,Crayola,,
149,Chris Selesnick,Corporate,CA-2015-101560,149,2015-11-28 0:00,Columbia,South Carolina,South,United States,29203,2015-12-01 0:00,Second Class,49,CA-2015-101560,715,3,0,22,0.49,46,715,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,GBC,,
149,Chris Selesnick,Corporate,CA-2015-101560,149,2015-11-28 0:00,Columbia,South Carolina,South,United States,29203,2015-12-01 0:00,Second Class,50,CA-2015-101560,1728,7,0,40,0.47,86,1728,Xerox 1933,Office Supplies,Paper,Xerox,,
149,Chris Selesnick,Corporate,CA-2015-101560,149,2015-11-28 0:00,Columbia,South Carolina,South,United States,29203,2015-12-01 0:00,Second Class,51,CA-2015-101560,559,5,0,44,0.11,398,559,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,Eldon,,
539,Mick Crebagga,Consumer,CA-2015-101602,539,2015-12-15 0:00,El Paso,Texas,Central,United States,79907,2015-12-18 0:00,First Class,52,CA-2015-101602,147,3,0.2,-9,-0.23,41,147,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,Other,,
539,Mick Crebagga,Consumer,CA-2015-101602,539,2015-12-15 0:00,El Paso,Texas,Central,United States,79907,2015-12-18 0:00,First Class,53,CA-2015-101602,996,5,0.3,-22,-0.03,763,996,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,Other,,
415,Karen Bern,Corporate,CA-2015-101770,415,2015-03-31 0:00,Miami,Florida,South,United States,33180,2015-04-04 0:00,Standard Class,54,CA-2015-101770,257,1,0.7,-1,-0.7,2,257,Avery Hole Reinforcements,Office Supplies,Binders,Avery,,
283,Frank Gastineau,Home Office,CA-2015-101833,283,2015-11-17 0:00,New York City,New York,East,United States,10024,2015-11-22 0:00,Second Class,55,CA-2015-101833,1475,3,0,17,0.5,34,1475,Southworth 100% Cotton The Best Paper,Office Supplies,Paper,Southworth,,
757,Todd Sumrall,Corporate,CA-2015-101931,757,2015-10-28 0:00,Los Angeles,California,West,United States,90049,2015-10-31 0:00,First Class,56,CA-2015-101931,1445,2,0,0,0.01,6,1445,Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Supplies,Other,,
757,Todd Sumrall,Corporate,CA-2015-101931,757,2015-10-28 0:00,Los Angeles,California,West,United States,90049,2015-10-31 0:00,First Class,57,CA-2015-101931,260,2,0.2,2,0.31,7,260,Avery Non-Stick Binders,Office Supplies,Binders,Avery,,
757,Todd Sumrall,Corporate,CA-2015-101931,757,2015-10-28 0:00,Los Angeles,California,West,United States,90049,2015-10-31 0:00,First Class,58,CA-2015-101931,583,5,0,38,0.27,141,583,Eldon Portable Mobile Manager,Office Supplies,Storage,Eldon,,
757,Todd Sumrall,Corporate,CA-2015-101931,757,2015-10-28 0:00,Los Angeles,California,West,United States,90049,2015-10-31 0:00,First Class,59,CA-2015-101931,1307,2,0,14,0.03,481,1307,Premier Automatic Letter Opener,Office Supplies,Supplies,Other,,
757,Todd Sumrall,Corporate,CA-2015-101931,757,2015-10-28 0:00,Los Angeles,California,West,United States,90049,2015-10-31 0:00,First Class,60,CA-2015-101931,1196,6,0.15,-36,-0.06,617,1196,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,O'Sullivan,,
660,Russell Applegate,Consumer,CA-2015-102008,660,2015-09-30 0:00,New York City,New York,East,United States,10011,2015-10-04 0:00,Standard Class,61,CA-2015-102008,1572,1,0,24,0.5,49,1572,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,Other,,
400,Joy Daniels,Consumer,CA-2015-102085,400,2015-10-04 0:00,Seattle,Washington,West,United States,98115,2015-10-09 0:00,Standard Class,62,CA-2015-102085,230,4,0,14,0.47,29,230,Avery 519,Office Supplies,Labels,Avery,,
204,Dave Hallsten,Corporate,CA-2015-102274,204,2015-11-21 0:00,Richmond,Kentucky,South,United States,40475,2015-11-26 0:00,Standard Class,63,CA-2015-102274,1137,3,0,1,0.27,5,1137,Newell 322,Office Supplies,Art,Newell,,
204,Dave Hallsten,Corporate,CA-2015-102274,204,2015-11-21 0:00,Richmond,Kentucky,South,United States,40475,2015-11-26 0:00,Standard Class,64,CA-2015-102274,1001,1,0,10,0.27,37,1001,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,Logitech,,
204,Dave Hallsten,Corporate,CA-2015-102274,204,2015-11-21 0:00,Richmond,Kentucky,South,United States,40475,2015-11-26 0:00,Standard Class,65,CA-2015-102274,1483,3,0,10,0.05,194,1483,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,Space Solutions,,
204,Dave Hallsten,Corporate,CA-2015-102274,204,2015-11-21 0:00,Richmond,Kentucky,South,United States,40475,2015-11-26 0:00,Standard Class,66,CA-2015-102274,1111,6,0,302,0.48,629,1111,Multicolor Computer Printout Paper,Office Supplies,Paper,Other,,
265,Erica Hackney,Consumer,CA-2015-102295,265,2015-11-24 0:00,Sacramento,California,West,United States,95823,2015-11-26 0:00,Second Class,67,CA-2015-102295,758,1,0.2,-18,-0.15,121,758,"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs,Global,,
57,Arianne Irving,Consumer,CA-2015-102330,57,2015-12-29 0:00,Brentwood,California,West,United States,94513,2016-01-03 0:00,Standard Class,68,CA-2015-102330,122,6,0,44,0.5,89,122,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,Other,,
57,Arianne Irving,Consumer,CA-2015-102330,57,2015-12-29 0:00,Brentwood,California,West,United States,94513,2016-01-03 0:00,Standard Class,69,CA-2015-102330,884,4,0.2,36,0.11,320,884,HTC One,Technology,Phones,HTC,,
336,Ionia McGrath,Consumer,CA-2015-102645,336,2015-01-23 0:00,Las Vegas,Nevada,West,United States,89115,2015-01-28 0:00,Standard Class,70,CA-2015-102645,1746,6,0,19,0.48,40,1746,Xerox 195,Office Supplies,Paper,Xerox,,
37,Andy Yotov,Corporate,CA-2015-102652,37,2015-04-06 0:00,Los Angeles,California,West,United States,90049,2015-04-12 0:00,Standard Class,71,CA-2015-102652,1815,3,0,9,0.48,19,1815,Xerox 211,Office Supplies,Paper,Xerox,,
37,Andy Yotov,Corporate,CA-2015-102652,37,2015-04-06 0:00,Los Angeles,California,West,United States,90049,2015-04-12 0:00,Standard Class,72,CA-2015-102652,393,7,0,13,0.39,33,393,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,C-Line,,
37,Andy Yotov,Corporate,CA-2015-102652,37,2015-04-06 0:00,Los Angeles,California,West,United States,90049,2015-04-12 0:00,Standard Class,73,CA-2015-102652,1735,1,0,27,0.48,55,1735,Xerox 194,Office Supplies,Paper,Xerox,,
37,Andy Yotov,Corporate,CA-2015-102652,37,2015-04-06 0:00,Los Angeles,California,West,United States,90049,2015-04-12 0:00,Standard Class,74,CA-2015-102652,1537,2,0,16,0.17,92,1537,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings,Tenex,,
441,Ken Heidel,Corporate,CA-2015-102673,441,2015-11-01 0:00,Charlotte,North Carolina,South,United States,28205,2015-11-05 0:00,Standard Class,75,CA-2015-102673,1507,5,0.2,1,0.19,8,1507,Staples,Office Supplies,Fasteners,Other,,
441,Ken Heidel,Corporate,CA-2015-102673,441,2015-11-01 0:00,Charlotte,North Carolina,South,United States,28205,2015-11-05 0:00,Standard Class,76,CA-2015-102673,1135,3,0.2,1,0.09,10,1135,Newell 320,Office Supplies,Art,Newell,,
441,Ken Heidel,Corporate,CA-2015-102673,441,2015-11-01 0:00,Charlotte,North Carolina,South,United States,28205,2015-11-05 0:00,Standard Class,77,CA-2015-102673,224,12,0.2,16,0.33,48,224,Avery 513,Office Supplies,Labels,Avery,,
441,Ken Heidel,Corporate,CA-2015-102673,441,2015-11-01 0:00,Charlotte,North Carolina,South,United States,28205,2015-11-05 0:00,Standard Class,78,CA-2015-102673,435,9,0.2,110,0.11,979,435,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,Cisco,,
475,Logan Currie,Consumer,CA-2015-102869,475,2015-09-09 0:00,Philadelphia,Pennsylvania,East,United States,19140,2015-09-14 0:00,Second Class,79,CA-2015-102869,1814,3,0.2,5,0.35,16,1814,Xerox 210,Office Supplies,Paper,Xerox,,
475,Logan Currie,Consumer,CA-2015-102869,475,2015-09-09 0:00,Philadelphia,Pennsylvania,East,United States,19140,2015-09-14 0:00,Second Class,80,CA-2015-102869,1056,3,0.2,5,0.29,17,1056,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,Master Caster,,
475,Logan Currie,Consumer,CA-2015-102869,475,2015-09-09 0:00,Philadelphia,Pennsylvania,East,United States,19140,2015-09-14 0:00,Second Class,81,CA-2015-102869,1363,6,0.2,-5,-0.08,65,1363,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,Other,,
475,Logan Currie,Consumer,CA-2015-102869,475,2015-09-09 0:00,Philadelphia,Pennsylvania,East,United States,19140,2015-09-14 0:00,Second Class,82,CA-2015-102869,1295,1,0.4,-32,-0.23,136,1295,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,Polycom,,
312,Greg Maxwell,Corporate,CA-2015-102988,312,2015-04-05 0:00,Alexandria,Virginia,South,United States,22304,2015-04-09 0:00,Second Class,83,CA-2015-102988,1754,2,0,6,0.49,13,1754,Xerox 1957,Office Supplies,Paper,Xerox,,
312,Greg Maxwell,Corporate,CA-2015-102988,312,2015-04-05 0:00,Alexandria,Virginia,South,United States,22304,2015-04-09 0:00,Second Class,84,CA-2015-102988,475,7,0,8,0.33,23,475,Crayola Colored Pencils,Office Supplies,Art,Crayola,,
312,Greg Maxwell,Corporate,CA-2015-102988,312,2015-04-05 0:00,Alexandria,Virginia,South,United States,22304,2015-04-09 0:00,Second Class,85,CA-2015-102988,1136,7,0,7,0.29,23,1136,Newell 321,Office Supplies,Art,Newell,,
312,Greg Maxwell,Corporate,CA-2015-102988,312,2015-04-05 0:00,Alexandria,Virginia,South,United States,22304,2015-04-09 0:00,Second Class,86,CA-2015-102988,159,1,0,8,0.29,29,159,AT&T CL82213,Technology,Phones,AT&T,,
312,Greg Maxwell,Corporate,CA-2015-102988,312,2015-04-05 0:00,Alexandria,Virginia,South,United States,22304,2015-04-09 0:00,Second Class,87,CA-2015-102988,1050,5,0,83,0.02,4164,1050,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,Martin-Yale,,
18,Alejandro Grove,Consumer,CA-2015-103058,18,2015-07-23 0:00,New York City,New York,East,United States,10011,2015-07-24 0:00,First Class,88,CA-2015-103058,421,2,0,8,0.08,100,421,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Other,,
277,Evan Bailliet,Consumer,CA-2015-103086,277,2015-10-17 0:00,Houston,Texas,Central,United States,77095,2015-10-19 0:00,Second Class,89,CA-2015-103086,678,2,0.6,-2,-0.3,5,678,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,G. E.,,
7,Adrian Barton,Consumer,CA-2015-103100,7,2015-12-20 0:00,Indianapolis,Indiana,Central,United States,46203,2015-12-23 0:00,First Class,90,CA-2015-103100,195,1,0,2,0.47,4,195,Avery 487,Office Supplies,Labels,Avery,,
7,Adrian Barton,Consumer,CA-2015-103100,7,2015-12-20 0:00,Indianapolis,Indiana,Central,United States,46203,2015-12-23 0:00,First Class,91,CA-2015-103100,898,3,0,497,0.45,1104,898,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,Ibico,,
785,Vivek Grady,Corporate,CA-2015-103191,785,2015-09-22 0:00,Chicago,Illinois,Central,United States,60653,2015-09-27 0:00,Standard Class,92,CA-2015-103191,1377,3,0.2,-83,-0.25,332,1377,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,SAFCO,,
81,Benjamin Farhat,Home Office,CA-2015-103219,81,2015-11-09 0:00,New York City,New York,East,United States,10035,2015-11-13 0:00,Standard Class,93,CA-2015-103219,548,9,0,21,0.38,57,548,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,Eldon,,
311,Greg Matthias,Consumer,CA-2015-103310,311,2015-05-10 0:00,San Jose,California,West,United States,95123,2015-05-15 0:00,Standard Class,94,CA-2015-103310,1480,2,0,19,0.48,40,1480,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper,Southworth,,
311,Greg Matthias,Consumer,CA-2015-103310,311,2015-05-10 0:00,San Jose,California,West,United States,95123,2015-05-15 0:00,Standard Class,95,CA-2015-103310,75,6,0,11,0.27,41,75,Acme Design Stainless Steel Bent Scissors,Office Supplies,Supplies,Acme,,
311,Greg Matthias,Consumer,CA-2015-103310,311,2015-05-10 0:00,San Jose,California,West,United States,95123,2015-05-15 0:00,Standard Class,96,CA-2015-103310,846,1,0.2,32,0.13,257,846,Hon Pagoda Stacking Chairs,Furniture,Chairs,Hon,,
311,Greg Matthias,Consumer,CA-2015-103310,311,2015-05-10 0:00,San Jose,California,West,United States,95123,2015-05-15 0:00,Standard Class,97,CA-2015-103310,1629,5,0.2,125,0.09,1432,1629,Wilson Electronics DB Pro Signal Booster,Technology,Phones,Other,,
234,Don Miller,Corporate,CA-2015-103317,234,2015-07-05 0:00,Palm Coast,Florida,South,United States,32137,2015-07-08 0:00,First Class,98,CA-2015-103317,1641,5,0.7,-7,-0.7,10,1641,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders,Wilson Jones,,
234,Don Miller,Corporate,CA-2015-103317,234,2015-07-05 0:00,Palm Coast,Florida,South,United States,32137,2015-07-08 0:00,First Class,99,CA-2015-103317,108,2,0.2,5,0.28,20,108,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,Advantus,,
234,Don Miller,Corporate,CA-2015-103317,234,2015-07-05 0:00,Palm Coast,Florida,South,United States,32137,2015-07-08 0:00,First Class,100,CA-2015-103317,1040,3,0.2,16,0.08,213,1040,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings,Luxo,,
